it;publisher unico;id_ubicacion
9771;Steven Lehrer;101
9772;Healthy Lifestyle Pub Llc;346
9773;Bible Study Steps;119
9774;Golden Bobby Pub;105
9775;London, Oxford University Press [1957];33
9776;Lighthouse Pub Incorporated;81
9777;Mountain Top Publishing;85
9778;Krause Publications Craft;356
9779;Insight Press, Incorporated;348
9780;Pocket Star Books;351
9781;Blue Dolphin Pub;76
9782;Woodstock, Vt. : Countryman Press;24
9783;World Travel;46
9784;New York : Rawson Associates;186
9785;Kidsbooks;156
9786;Center for Applications of;291
9787;SOS Programs & Parents Pres;293
9788;D K Print World;5
9789;Sophia Inst Press;311
9790;Stephens PressLlc;189
9791;Posterity Press (NC);8
9792;Collins Harvill;395
9793;London : W. H. Allen;119
9794;University of Michigan Press/ELT;399
9795;Larry a Richardson;312
9796;School Age Notes;290
9797;Boston : Twayne Publishers;373
9798;Amer Ceramic Society;72
9799;New Holland Publishers (AU);248
9800;Sister Vision Press;71
9801;Florida History and Culture;307
9802;Findhorn Press;135
9803;White Knight Books;310
9804;Dominick Books;359
9805;Particulare Press;22
9806;Journal of Confederate History;304
9807;Jorg Aadahl;46
9808;Bethany Backyard;322
9809;Center for Speech & Language;178
9810;Osho International;351
9811;Oberlin College Press;133
9812;Ravenheart Publishing;201
9813;Worth Publishers;154
9814;Five Star Special Edition;320
9815;Africa World Press;260
9816;Until Death do us part;127
9817;BibleTalk Books;138
9818;Garden City, N.Y. : Image Books;364
9819;Kenyon;12
9820;Godsfield Press;135
9821;Pushkin Children's Books;369
9822;Bitter Lemon Press;133
9823;Cl-Engineering;318
9824;Pathways Press (Wi);20
9825;XinXii;137
9826;Aerial;39
9827;Texas Media Center;361
9828;Northwest Voices Essay Series;272
9829;Barbara L Grainger;311
9830;IVP;372
9831;Koinonia House;170
9832;Charma Cloud;126
9833;Beijing : China Today Press;100
9834;Aab Book Publishing Company Llc;386
9835;Page Street Kids;207
9836;Silkworm Books;9
9837;Mount Horeb, Wisc. : Midwest Traditions;245
9838;Scenic Driving;221
9839;Bell Pond Books;22
9840;Cj Pub;261
9841;Caring for Kids;18
9842;Amistad Press;209
9843;New York : Crown Publishers;38
9844;Dutton Books;361
9845;Harcourt Legal & Professional pubns;369
9846;Tigerize Pub;228
9847;Wilderness Adventures Press;122
9848;Sowers;75
9849;little bee books;332
9850;"Bloomington : Indiana University Press ; Beijing : Foreign Languages Press";206
9851;Michael Neugebauer Books;392
9852;Galaxy Publishing Company (TX);26
9853;Paradise Cay Publications;150
9854;MacLehose Press;210
9855;Duxbury Press;239
9856;Penniman Pub;231
9857;Kids Can Press;246
9858;Quantuck Lane Press& the Mill rd;11
9859;duopress;115
9860;Scripture Union (UK);327
9861;Central Recovery Press, LLC;128
9862;Research Centre of Kabbalah;85
9863;Shang Shung Publications;94
9864;Country Bumpkin Publications;58
9865;Entangled: Select;129
9866;S J R Assoc;325
9867;Kegan Paul International;18
9868;Dharma Cloud Publishers;145
9869;Peabody Museum Publication;14
9870;New York : Teachers College Press;300
9871;Dark Harvest;174
9872;Book Company Pub Pty Limited;170
9873;Ancient City Press;53
9874;Cj Publishing;336
9875;John E.\Phillips;288
9876;Christian Publishing House;197
9877;Murdoch Books;169
9878;Joe Vasicek;320
9879;Network Theory.;153
9880;Ragged Edge Press;167
9881;Jay Ma Tara Publishers;84
9882;Windsor Hill;277
9883;Modern Curriculum Press;99
9884;MacMillan Education, Limited;215
9885;Longleaf Services Behalf of Unc - Osps;386
9886;Sheffield Academic Press;125
9887;World Martial Arts Research;325
9888;Mary Campisi Books, LLC;240
9889;Rascal Treehouse Publishing;298
9890;Enslow Elementary;270
9891;Quilt Digest Press;345
9892;Past Times Publishing Company;111
9893;Maverick Books (TX);168
9894;Tor;294
9895;Live Oak Publications (Company);7
9896;Voyager;383
9897;Wordtech Communications Llc;73
9898;Irish American Book Company;293
9899;Southside;202
9900;London : G. Bell & Sons;75
9901;Sierra Club Books for Children;298
9902;Packages;129
9903;Houghton Mifflin School;281
9904;Robinson Publishing;64
9905;Nimbus Pub Limited;45
9906;Ediciones El Grano de Mostaza;315
9907;Spiritsimple Enterprises L.L.C.;52
9908;London : Longmans;343
9909;Verlag Herder GmbH;125
9910;Back to the Basics Pub Llc;146
9911;Kennel Club Books Llc;377
9912;Regent College Pub;108
9913;Crossroad Publishing;162
9914;Bonaventture Books;249
9915;Singing Dragon;6
9916;New York : Farrar, Straus & Giroux;340
9917;Rose Publishing Inc;138
9918;Rainbow Press;355
9919;No Nonsense Fly Fishing Guides;298
9920;New York : Galahad Books;92
9921;Star Publications (P) Limited;131
9922;Christian Classic;177
9923;Potty MD Llc;304
9924;Allan Lane;301
9925;American Showcase;272
9926;Imb Publishing;295
9927;Southeast Publications Incorporated;198
9928;Practical Inspiration Publishing;68
9929;Centerstream Publications;329
9930;Learning Solutions;278
9931;Tom Harrison;358
9932;Supertopo;394
9933;[Boston] : Little Brown;314
9934;Sumach Press;175
9935;China Books & Periodicals;345
9936;McClanahan Book;249
9937;Robert Bennett;381
9938;Quiddity Incorporated;200
9939;North Holland;27
9940;Fotofactory Press;271
9941;Clarence Brothers Press, Incorporated;326
9942;Mystique Press;241
9943;Periodicals Service Company;47
9944;ASTM International;298
9945;"New York ; Toronto : Penguin";143
9946;Novel of Alpennia;227
9947;A DrNurse Publishing House;29
9948;Costume & Fashion Press;324
9949;Rays Corner 2008;309
9950;Jme Publishing;99
9951;Panini Uk Limited;314
9952;Grand Rapids, Mich. : Eerdmans Books for Young Readers;171
9953;Imperial College Press;106
9954;Sub Rosa Books Incorporated;158
9955;Gaunt;289
9956;Igloo Books;208
9957;Agency for Instructional;266
9958;John F.  Rooney;222
9959;Ferguson Publishing Company;370
9960;Boulder, Colo. : Roberts Rinehart;154
9961;Stories Rule Press;165
9962;Borealis Books;102
9963;pd workman;326
9964;Companion Press;327
9965;Oxford, Clarendon P;165
9966;Welcome Rain Publishers;63
9967;Resurrection House;306
9968;Pumpkin House Company;20
9969;Walters Art Gallery;125
9970;Great Dads Project the;275
9971;Cake Eaters Incorporated;211
9972;www.MissFernande.com;282
9973;Artistpro.com;4
9974;Longwood PressLtd;370
9975;Goodfellow Press;373
9976;Veterinary Medicine Publishing Company;355
9977;Stubbe Press;206
9978;Westholme Pub Llc;340
9979;"London ; New York : Omnibus ; New York, NY, USA : Music Sales Corporation";123
9980;Fayette County Medical Society;140
9981;Vogue Knitting;182
9982;[Cambridge, Mass.] : M.I.T. Press;286
9983;Bookberner Publishing;295
9984;Foundation for a Christian;335
9985;Harvard Business School Press;355
9986;K I S S Publishing;306
9987;Wayner Publications;136
9988;Artech House Radar Library (Ha;317
9989;FASTLANE LLC;359
9990;Added Dimensions Pub;361
9991;Journey Editions (VT);264
9992;Culture and Politics in the Company;234
9993;Jetstream Pub;119
9994;Association of Research Libr;60
9995;Star Bright Books;63
9996;DH Publishing Inc;340
9997;National Book Network;49
9998;Tempus Publishing Limited;381
9999;Bch Fulfillment & Distribution;304
10000;Larousse Editorial;211
10001;Sourcebooks Casablanca;351
10002;Artisan Pub;222
10003;Doughnuts Under a Crescent Moo;206
10004;HCI Teens;258
10005;Titan Publishing Company;126
10006;Forever Love;163
10007;Melville House Publishing;77
10008;L B I Law & Business Inst;66
10009;Rising Moon Books;17
10010;Kram Gallery LLC;23
10011;Pictoplasma Pub;102
10012;Continuum International Publishing Group;87
10013;Skylane Pub;90
10014;Teach Em;72
10015;"Washington, D.C. : Smithsonian American Art Museum ; New York : W.W. Norton";231
10016;Able Muse Press;179
10017;Editions Allia;398
10018;Museum of Arts & Sciences;22
10019;Berlitz Publishing;347
10020;Graf Pub;390
10021;London : J. Lane, Bodley Head;62
10022;Kenny's Bookshop & Art Galleries;236
10023;Self-Realization Fellowship Publishers;123
10024;San Marino, Calif. : Golden West Books;9
10025;American Presidency (University of K;239
10026;Angel Island Association;252
10027;Silver Dagger Mysteries;330
10028;Rosicrucian Order AMORC;327
10029;Infobases International;92
10030;Vital Issue Press;389
10031;International Promotions/Promotion Publishing;310
10032;Hydra Books;296
10033;Abradale Books;247
10034;Custom House;62
10035;Green Creek;370
10036;namelos llc;238
10037;Heritage Builders;27
10038;Warm Wisdom Press;117
10039;Abbey Press;369
10040;S A F E for Children Pub Llc;180
10041;Oberlin;344
10042;Lightwurks Llc;109
10043;Ballantine Reader's Circle;201
10044;Revue Noire;125
10045;Burd Street Press;345
10046;U.S. Games Systems;164
10047;Southwater Publishing;258
10048;Jamestown Publishers;354
10049;SOM Publishing;157
10050;BOOK GEEK;234
10051;Sigma Theta Tau International;113
10052;California Street;301
10053;Antioch Media;293
10054;J Countryman Books;181
10055;Max C. Fleischmann Series in G;55
10056;Juta & Company Limited;333
10057;Two-Can Pub Incorporated;5
10058;Milda Harris;394
10059;GLOBAL YAYINCILIK;64
10060;Shawguides;280
10061;Willowdale : Firefly Books;194
10062;Port Townsend, Wash. : Copper Canyon Press;213
10063;Copper Canyon Classics;4
10064;Johnston Associates International;25
10065;Janus Publishing;307
10066;Red Feather;43
10067;Seattle : Published for the University of Alaska Museum by the University of Washington Press;88
10068;David Fickling Books;318
10069;Ithaca [N.Y.] : Cornell University Press;276
10070;O'Brien Press;153
10071;Field Editions;36
10072;Tichenor Pub;99
10073;Eric Lawrence;121
10074;Richmond Hill, Ont. : Simon & Schuster;283
10075;East West Discovery Press;146
10076;교보문고;292
10077;www.Militarybookshop.CompanyUK;131
10078;BPS Books;149
10079;Introduction to Hebrew for Adu;129
10080;United States Department of Interior;233
10081;Diatrope Press;60
10082;Cars & Parts Pub;381
10083;Linstok Press;285
10084;Groundwood Books;176
10085;Learning Edge;316
10086;La Fontaine Media;357
10087;D. Martinez;17
10088;Burnaby, B.C. : Archaeology Press, Simon Fraser University;143
10089;Targum Press;186
10090;Combermere, Ont. : Madonna House Publications;376
10091;Chicago, Rand McNally [1959];172
10092;Editorial Rm Rio Panuko;330
10093;Dedalus Press;305
10094;Sterling Audio Books;51
10095;Simply Youth Ministry;177
10096;Pathfinder Publishing, Inc.;137
10097;London : Hodder and Stoughton;232
10098;PHP研究所;127
10099;Everbind;327
10100;Simon & Schuster Children's;77
10101;Happy Day;231
10102;New York : Harlequin;315
10103;Andrew McDermott;258
10104;Small PressCenter;97
10105;Cool Hand Communications Incorporated;34
10106;Mockingbird Books;269
10107;Red Hot Diva;217
10108;Activity Resources Company;347
10109;Sherman Asher Publishing;367
10110;Kar-Ben Publishing ®;298
10111;Samuel French, Incorporated;391
10112;Testament;75
10113;Nepean, Ont. : International Coaching Centre;38
10114;Hawthorne Books;161
10115;Weberwoman's Wrevenge;209
10116;Home Planners;66
10117;Editorial Verbum;17
10118;Stillmind Pub;185
10119;James Arthur;23
10120;Gallery;40
10121;Calgary : Red Deer Press;275
10122;Clinton Cook Publishing;229
10123;Fancy Monkey Studios;242
10124;Dianne K Cage;259
10125;Amer Numismatic Society;138
10126;Reedswain Inc.;372
10127;Port Moody, BC : Making a Difference Pub.;2
10128;Medicine Bear Publishing;382
10129;Abacus (UK);85
10130;JLML Press;162
10131;Nemsi Books;235
10132;Editions de Fallois;105
10133;L-W;136
10134;Two Dollar Radio;247
10135;Garrigues House Pub;226
10136;Anderson Publishing Company;179
10137;"ООО ""Издательство ""Учитель""";398
10138;Serindia Publications;212
10139;TCK Publishing;258
10140;Alfred A. Knopf Books for Young Readers;237
10141;Performance Programs Incorporated;61
10142;Crime Classics;86
10143;High Sierra Books;339
10144;Avon Red;283
10145;London : R. Hale;202
10146;Fieldstone Alliance;188
10147;Eye Opener Books;340
10148;Nutramedia;228
10149;Sound Wisdom;100
10150;Foster Travel Pub;254
10151;Santa Fe Writers Project;72
10152;Atria;11
10153;A-list Publishing;98
10154;HonorThe SabbathLlc;157
10155;H B Davis Company;295
10156;Harlequin/SB Creative;38
10157;Erin, Ont. : Porcupine's Quill;269
10158;The Barfield Group;59
10159;Zpaper Press;101
10160;Raven M Stevens;233
10161;Wakefield Press Pty, Limited (AUS);280
10162;McGuinn & McGuire Pub.;3
10163;McGraw-Hill ESL/ELT;268
10164;Johns Hopkins University Press+ORM;161
10165;Bernan Assoc;51
10166;Alexis De Tocqueville Inst;273
10167;Black Ridge Wolf Pack;136
10168;Bellwether Media Incorporated;353
10169;Parker Brothers;159
10170;Everyman's Library P G Wodehouse;194
10171;Geoinformation International;264
10172;Adirondack Mountain Club;16
10173;Ewha Womans University Press;377
10174;Maisy Books (Paperback);134
10175;Robert Roskind;200
10176;Phi Delta Kappa Educational Foundation;44
10177;Scrub Hill PressInc;102
10178;Fifth Sin Press;8
10179;New York : H.W. Wilson Company;289
10180;United States Trotting Association;214
10181;Society of Biblical Literature;284
10182;International Music Publications;185
10183;Dragonfly;168
10184;Popular Woodworking Books;136
10185;Sentinel;299
10186;Marcher Lord Press;85
10187;Copp, Clark;131
10188;Northwestern Publishing House;29
10189;Traditions in Christian Spirit;219
10190;AMS Press;69
10191;MountainView;41
10192;Breakaway Books;381
10193;Nice Idea Publishing;264
10194;Frank Asch;130
10195;Russell & Russell Publishers;382
10196;Banovallum;332
10197;Hodder Gibson;304
10198;Filipacchi Publishing;254
10199;Tweetstreet Press;328
10200;Blair;125
10201;Worthy Kids/Ideals;127
10202;Hilevel Productions;123
10203;Hanover Publishing Company Incorporated;288
10204;Scott-Waters Design;310
10205;Médiaspaul;292
10206;Smart Kids Pub;261
10207;Snails Pace PressInc;56
10208;Downtown Bookworks;340
10209;J. Ross Publishing;340
10210;Indianapolis : Bobbs-Merrill Company;257
10211;Lexington, Mass. : Lexington Books;218
10212;Cosmic Ray Pub;209
10213;Braveheart Press;179
10214;Merck & Company;231
10215;Aakar Books;137
10216;MetroBooks;182
10217;Raupo;221
10218;S.R. Briggs;374
10219;CCC Publishing;7
10220;Miami County Historical Society;35
10221;Paul Mellon Centre for Studies;218
10222;Harlequin Kimani Arabesque;34
10223;Argonaut Books;290
10224;Time Being Books;175
10225;William Samuel Foundation;131
10226;B B Kirkbride Bible Company;294
10227;McGuinn & McGuire;164
10228;Hallmark Cards, Inc.;23
10229;Worth Pub;342
10230;Church House Publishing;293
10231;Management Concepts Incorporated;365
10232;China Books;164
10233;BookstoEnjoy.com;17
10234;University of Akron Press;371
10235;Quantum Editions;176
10236;Steeple Chase Times Pub;178
10237;Proofreadnz Limited;365
10238;Merry Gentry;294
10239;1-881713-71-7;194
10240;Mosca Loca Books;399
10241;Wonder Publishing;193
10242;IUCN;189
10243;Lucis Publishing Cpmpanies;170
10244;Cities of the Ancient World;163
10245;Nobody Rocks Press;117
10246;Brunner-Routledge;79
10247;Marianne Richmond Studios, Incorporated;140
10248;Raleigh, N.C. : Printed for the author by Edwards & Broughton;15
10249;AIAA Education;343
10250;Harry N Abrams Inc;390
10251;Belleville, Ont. : Essence Pub.;79
10252;West 26th Street Press;239
10253;New York : Barse & Hopkins;13
10254;Skylight Paths Pub;233
10255;Antarctic Press;216
10256;Pure Play Publishing;133
10257;Inspire to Learn;44
10258;Rounder Records;197
10259;Chicago : Ivan R. Dee;270
10260;Totus Tuus Press;18
10261;Palmer/Pletsch Publishing;360
10262;Gospel Light;98
10263;EB Publishing;155
10264;Worldmaker Media;143
10265;E B Marketing Group;213
10266;San Francisco : Spinsters/Aunt Lute;36
10267;Center Press (Westlake Village, CA);38
10268;Shadow & Light;185
10269;[Willowdale, Ont.] : Proclaim Publications;217
10270;Paws IV Publishing;400
10271;Fountain;287
10272;Shadow & Light Publications;101
10273;Seattle : Sasquatch Books;185
10274;The Heartfulness Store;233
10275;"London : Lawrence & Bullen; New York : C. Scribner's";279
10276;Kc Publications;238
10277;Books by Pamela;170
10278;Eastern National Park and Monument Association;241
10279;Bluebridge;185
10280;Suckerfish Books;100
10281;Lutheran University Press;18
10282;Fundaciaon Josae Antonio de Castro;97
10283;Soyinfo Center;249
10284;Ballantine;142
10285;Motivate Pub Limited;398
10286;Charles University in Prague, Karolinum Press;175
10287;Leman Publications;197
10288;Stories to Remember S.;283
10289;Limelight Editions;398
10290;Jewish Publication Society;334
10291;Compendium Publishing & Communications;31
10292;Islamic Texts Society's al-Ghazali Series;192
10293;International Conference of Building Officials (ICBO);115
10294;What on Earth Books;3
10295;Talk Trust & Feel Press;379
10296;Idea Books;111
10297;Provo, Utah : Brigham Young University Press;104
10298;Franklin Quest Company;111
10299;GMC PUBLICATIONS LTD;184
10300;Exisle Pub;61
10301;Story Collections for Little Children;395
10302;Inst for Healthcare Advancement;275
10303;Crucible Pub Works;215
10304;Adlard Coles Nautical Press;343
10305;High Roads Media;20
10306;Global Cyber Visions;239
10307;Pearson Education (Us);107
10308;Chalcedon Foundation;64
10309;Polestar Book Publishers;173
10310;[Halifax, N.S.] : Merlin Press;199
10311;Getty Center for Education in;352
10312;London : H. G. Bohn;233
10313;Ssoft Group, INDIA;118
10314;Dees Dogs;118
10315;Raj Dore;254
10316;Lifevest Publishing, Inc.;150
10317;Schirmer;213
10318;PF and Associates;258
10319;Hopewell Publications Llc;323
10320;Focus Pub;319
10321;Scholastic Nonfiction;271
10322;GOFFYBLN;173
10323;Growth Solutions.;347
10324;Timemax;373
10325;Nightboat Books;226
10326;Hyphen Press;255
10327;Black & White Publishing;161
10328;University of Delaware Press;257
10329;Pitt Series in English as a Se;340
10330;Salmon Publishing;43
10331;Devon Publishing Company;126
10332;Cune;344
10333;St. Paul, Minn., U.S.A. : Llewellyn Publications;390
10334;Reflections Publishing Company;153
10335;X. J. Kennedy Poetry Prize;168
10336;Aird Books Pty.Limited;359
10337;Forrest Park Pub;40
10338;Zondervan/Youth Specialties;107
10339;Aaron Keirns;241
10340;Macromedia Press;162
10341;Shoes and Ships and Sealing Wax Limited;141
10342;Filter Press;54
10343;Charles Johnston;143
10344;Chemical Education Resources;95
10345;Hudson Hills;374
10346;Karen Mains;372
10347;Kerlak Pub;48
10348;River Oak;140
10349;Cross-Cultural Memoir (Hardcov;83
10350;Reprint Society Canada;219
10351;Whirlwind Publishing, Company;367
10352;Eaton Publishing Company;135
10353;Global Awakening;76
10354;Genesis Press (MS);194
10355;EcoSanRes Programme;64
10356;Beijing Language & Culture University Press;399
10357;The Energy and Resources Institute (TERI);176
10358;Musson;397
10359;Modern Language Association of America;73
10360;Kingsford Self-Publishing;112
10361;Prell Pub.;282
10362;Lumen-Us Publications;300
10363;Philip Blood;140
10364;Oak Publication Sdn Bhd;99
10365;Caskey Achievement Strategies;294
10366;The Millionaire Maker;237
10367;Health Communications Incorporated;280
10368;Western Connecticut State Univ;102
10369;Sotheby Parke Bernet Publications;71
10370;Writers of the Round Table;142
10371;Mesorah Publications, Limited;270
10372;David Wolf;130
10373;Trine Day;221
10374;Hachai Publications;293
10375;Oss Press;114
10376;Macmillan Publishers Aus.;100
10377;Aurum Press Limited;190
10378;ARX Brand International LLC;225
10379;Argyle Press, Inc.;64
10380;London : Weidenfeld and Nicolson;65
10381;Anna Pub;175
10382;Allen Lane;168
10383;Geeknation Press;70
10384;Saqi Essentials;108
10385;Scandia Pub;362
10386;Soncino PressLtd;290
10387;Standard Publishing;167
10388;Llama Bird Press;398
10389;Los Angeles Times Books;284
10390;Library of Tibetan Works & Archives;253
10391;Element;369
10392;Texas Review Poetry Chapbook S;146
10393;New York : Carroll & Graf;370
10394;Jc Pub.;146
10395;Hillsboro Press;282
10396;West Point Military History Se;59
10397;Wyrick;223
10398;Pennsylvania Historical & Museum Commission;43
10399;"New York ; Toronto : Holt, Rinehart ans Winston";13
10400;Short Books;229
10401;Vibrant Publishers;135
10402;Zeta Books;129
10403;Old School Pub;363
10404;Red Point Pub;5
10405;BookRefine Publishing;352
10406;Hazelden;26
10407;[London] Faber & Faber [1938];51
10408;Marco Polo;80
10409;CattleDog Publishing;100
10410;Andover, Hants., Eng. : Amateur Winemaker;283
10411;Scandinavia Publishing House;61
10412;Editora Dracaena;232
10413;Creation House;279
10414;Bonus Books;300
10415;Shandler Enterprises Llc;278
10416;Thomson Learning;288
10417;London : Grant Richards;236
10418;West Virginia University Press;80
10419;American Printing House for the Blind;44
10420;Frontage Pub;184
10421;Humanics Publishing Group;296
10422;Leapfrog Press;9
10423;Short Publications;265
10424;John Kirsch;285
10425;Tracy L. Yost;209
10426;Vision House Pub;280
10427;Hoover Institution Press;125
10428;Scientists Who Made History;304
10429;Florida State Univ;96
10430;Robertson Pub;317
10431;Great River Pub;82
10432;Hayden;227
10433;North American Book Distributors, LLC;285
10434;Global Action Plan for the;74
10435;Howell Press;99
10436;Richmond [England] : Mills & Boon;284
10437;Birding Children's Books;93
10438;Intersentia nv;281
10439;McDonald & Woodward Publishing Company;325
10440;M.I. Elmasry;81
10441;Tambourine;15
10442;Esoteric Knowledge Publishing;78
10443;Wheatland Press;146
10444;Kasey Michaels;94
10445;Documentext;237
10446;Topeka Bindery;226
10447;Sutton Publishing Limited;45
10448;Variance LLC;305
10449;Diane Books Publishing Company;77
10450;Healthproink & Thirty Three Publishing;344
10451;Pearson Higher Education;116
10452;London, A. and C. Black;345
10453;London, Ont. : Nightwood Editions;371
10454;Vandergeest Pub & Distribution Company;364
10455;Cuisenaire Rods;367
10456;Partridge Africa;154
10457;Culture Smart! The Essential G;100
10458;Joseph D. Lesser;21
10459;Slave Labor Graphics;268
10460;Valerian & Laureline;330
10461;East European Monographs;20
10462;Doris Helmering;336
10463;Inst for Jewish & Community;1
10464;Frank Schaffer Publications Incorporated;238
10465;Earthlight;76
10466;NuVision Publications, LLC;201
10467;Great Eastern Book Company;77
10468;Solano Press;312
10469;Blackjack Mentor;34
10470;Nashville, Tenn. : Abingdon Press;65
10471;Assn of Caribbean Studies;256
10472;London, Harrap [1937];203
10473;Ginn Press;159
10474;Glam Italia!;144
10475;Western Horseman;53
10476;New York : Dell Pub.;236
10477;Megan Tingley Books;342
10478;New York : PBI;69
10479;Arcade Bks;289
10480;Gonzo Multimedia;134
10481;The Gestalt Journal Press;78
10482;G. P. Putnam's Sons;106
10483;Dreamhaven Books;107
10484;Calgary : Spicy Touch Pub.;73
10485;White Wolf Path Pub.;283
10486;New York : Schocken Books;174
10487;Traveller's History;173
10488;Irh Press;312
10489;Bmh Books;150
10490;Hafer, LLC;399
10491;Integrated Awareness;236
10492;Canterbury Press Norwich;7
10493;Random House, Incorporated;270
10494;British Library Board;83
10495;Oxford & London : Phaidon Press Limited;382
10496;University of Bamberg Press;380
10497;Hay House Audio;322
10498;COMER Publications;76
10499;Kevin Benfield;241
10500;International Business Conglomerate Pub;24
10501;Black Swan/Carousel/Corgi;61
10502;Shepheard-Walwyn Limited;301
10503;The Stationery Office;400
10504;Edge Science Fiction & Fantasy Pub;174
10505;Old Book Publishing Limited;398
10506;Bluefish Bay Pub Incorporated;280
10507;Harlequin Non Fiction;151
10508;Strategic Coach;265
10509;HarperEnt;24
10510;Chaosium Inc.;235
10511;Evanston, Ill. Northwestern U. P;53
10512;Fuel;101
10513;Anchor Bible Reference Library;214
10514;SMOOCH;134
10515;Ukiyoto Publishing;257
10516;Ethnonationalism Comparative P;32
10517;F & W Media Incorporated;167
10518;Hiddenspring;278
10519;VCH Publishers;330
10520;Xenophon Press LLC;257
10521;New York : World Publishing Company;44
10522;Elementary Go Series;7
10523;Relevant Ventures, LLC;134
10524;A Kar Productions;120
10525;Dover Giant Thrift Editions;182
10526;British Lion Publishing;179
10527;MQUP;379
10528;Friedman/Fairfax Publishing;281
10529;Story Press Books;97
10530;Imagine That! Studios;334
10531;Subterranean Press;334
10532;Mr. Men & Little Miss Celebrations;183
10533;"Tokyo : United Nations University Press ; Ottawa : International Development Research Centre";223
10534;Marlboro Press;303
10535;Rex Bookstore, Inc.;222
10536;Assn for Computing Machinery;25
10537;Global Authors Publishers;268
10538;Stylewriter Publications;258
10539;Amalion Pub;333
10540;Special Interest Media Incorporated;301
10541;Dgv;128
10542;Accent Press Ltd;346
10543;John August Publications;159
10544;Intermediate French Reader;358
10545;Sydney University Press;66
10546;H. W. Wilson;267
10547;Dusty Spark Pub;88
10548;Shuttlewood Collinson Publishers;10
10549;Carlton Press Corporation;258
10550;El cuenco de plata;16
10551;Salem Books;216
10552;Keys Pub;151
10553;Pinewood House Pub.;58
10554;Ivan Benito Garcia;137
10555;Dave Conifer;44
10556;Ambassador-Emerald, International;82
10557;Tim Duggan Books;55
10558;Liberty Publishing Company;46
10559;Scriptural Research Institute;253
10560;Boxer Books Limited;85
10561;R O I PressLlc;344
10562;George Ross Jezek;35
10563;M M C Group;172
10564;Lamplight Ministries;228
10565;MultiMedia Publishing;16
10566;Mereo Books;368
10567;BMJ Books;107
10568;Bruce Grubbs;303
10569;S.A. Hunter;181
10570;Landlinks Press;71
10571;Saanichton, B.C. : Tharsis Books;17
10572;Raven Cove Pub;363
10573;Grub Street;76
10574;Kung Fu Rabbit Books;53
10575;Sweetwater Book Company;89
10576;Station Hill Press;118
10577;Grinder Delozier & Assoc;392
10578;Focus on the Family;392
10579;Naylor Company;226
10580;Middletown, Conn : Wesleyan University Press;295
10581;Omohundro Institute and University of North Carolina Press;269
10582;Prisma Press;11
10583;Frankie Love;337
10584;Nonpareil Books;242
10585;La Factoría de Ideas;186
10586;Spiritual Realities Pub;196
10587;Hazleton Pub Limited;85
10588;Sarah Barakat;350
10589;Al-Attique Pub Incorporated;222
10590;Hiddenstuff Entertainment LLC.;261
10591;Weidenfeld and Nicholson;113
10592;Geographers' A-Z Map Company Limited;89
10593;Best Cosy Books;3
10594;Cheney, Wash. : Eastern Washington University Press;162
10595;"New Delhi : Oriental Books Reprint Corporation; exclusively distributed by Munshiram Manoharlal";31
10596;Deleuze Connections (Paperback;37
10597;Belleville, Ont. : Epic Press;363
10598;GP Publisher;174
10599;New York : Horizon Press;138
10600;"Oxford ; Toronto : Oxford University Press";203
10601;Keep It Simple Books;394
10602;Peterson Field Guides;351
10603;Reshift Digital;26
10604;Influence Publishers;103
10605;McGraw-Hill LLC;158
10606;Art Book International Limited;343
10607;Ashanti Publishing;17
10608;Waking Lion Press;77
10609;Fountain of Inspiration;137
10610;Nelson Publishing&Marketing;193
10611;Skinny Pill;369
10612;State Mutual Book & Periodical Service;163
10613;Alien2u Publishing;319
10614;David Yuzuk;144
10615;Kehot Publications Society;166
10616;New York : Kodansha International;372
10617;North Amer Incorporated;148
10618;London : The Women's Press;351
10619;Gottmer;297
10620;Windrow & Greene Limited;138
10621;Fcp Hawaii;237
10622;Rockpress Publishing Company;162
10623;Mep Publications;62
10624;Lutterworth Press;65
10625;Secret Staircase Books, an imprint of Columbine Publishing Group;345
10626;National Library Australia;217
10627;Smart Data Processing, Inc.;217
10628;Nightshade Book;159
10629;Peter Crawley;71
10630;DeVorss;166
10631;Indianapolis : Bobbs-Merrill Educational Pub.;379
10632;Department of the Army;325
10633;Luther's Works (Concordia);204
10634;Write Stuff Enterprises Incorporated;217
10635;Newsline Communications;366
10636;Star Publish;47
10637;Claregate Ltd;300
10638;Canum;351
10639;Burnaby, B.C. : C. Nelson;198
10640;Incommunicado Press;323
10641;James Clarke Company;196
10642;New York University Press;385
10643;Harlequin Bouquet;56
10644;Carnegie Endowment;39
10645;Essex Press (MA);396
10646;Thesis Pub;316
10647;Gladys Quintal;129
10648;Westview Publishing;329
10649;Samarkand Pub Incorporated;353
10650;Video Books;38
10651;Van Oossanen Academy Publishers;165
10652;Book Boutiques;285
10653;Association for Talent Development;188
10654;9XH31WB;247
10655;Two Poles Press, LLC;170
10656;2000 AD;74
10657;Brainstorm Publications, Inc.;46
10658;Adv Films;187
10659;Wings Pub Llc;171
10660;Laxmi Publications;5
10661;Pig Out Pub;255
10662;Children's History Press;343
10663;"New York : Truman Talley Books/Dutton ; Toronto : Distributed in Canada by McClelland & Stewart";338
10664;Channel 4 Book;2
10665;Death Pout;386
10666;West Publishing Company;170
10667;V & S Publisher;153
